depth_m	ice_age_year_bp	delta_d_per_ml	temp_variation_degc	temp_c
1317	94585	-461.4	-4.15	-59.06666667
1318	94655	-462.6	-4.35	-59.26666667
1319	94725	-463.2	-4.45	-59.36666667
1320	94795	-460.8	-4.05	-58.96666667
1321	94864	-459.7	-3.87	-58.78333333
1322	94932	-459.3	-3.8	-58.71666667
1323	95000	-460.3	-3.96	-58.88333333
1324	95070	-462.9	-4.39	-59.31666667
1325	95141	-465.2	-4.77	-59.7
1326	95214	-466	-4.9	-59.83333333
1327	95284	-458.4	-3.64	-58.56666667
1328	95351	-456.9	-3.39	-58.31666667
1329	95418	-459.9	-3.89	-58.81666667
1330	95487	-460.6	-4	-58.93333333
1331	95556	-460.6	-4	-58.93333333
1332	95624	-460.6	-4	-58.93333333
1333	95693	-459.7	-3.85	-58.78333333
1334	95761	-458.8	-3.7	-58.63333333
1335	95828	-458.8	-3.7	-58.63333333
1336	95895	-458.8	-3.7	-58.63333333
1337	95964	-460.6	-4	-58.93333333
1338	96033	-462.4	-4.3	-59.23333333
1339	96103	-460.3	-3.95	-58.88333333
1340	96170	-457.6	-3.5	-58.43333333
1341	96237	-457.6	-3.5	-58.43333333
1342	96304	-459.4	-3.8	-58.73333333
1343	96372	-459.8	-3.87	-58.8
1344	96441	-462	-4.23	-59.16666667
1345	96511	-462.7	-4.35	-59.28333333
1346	96582	-462.3	-4.28	-59.21666667
1347	96652	-462.7	-4.35	-59.28333333
1348	96722	-459.9	-3.88	-58.81666667
1349	96791	-461.8	-4.2	-59.13333333
1350	96861	-463.7	-4.51	-59.45
1351	96933	-463.7	-4.51	-59.45
1352	97004	-463.7	-4.51	-59.45
1353	97075	-463.1	-4.42	-59.35
1354	97148	-468.1	-5.24	-60.18333333
1355	97222	-466	-4.9	-59.83333333
1356	97294	-462.7	-4.35	-59.28333333
1357	97365	-464	-4.57	-59.5
1358	97439	-469.4	-5.46	-60.4
1359	97514	-466.5	-4.98	-59.91666667
1360	97588	-465.9	-4.88	-59.81666667
1361	97659	-461.3	-4.12	-59.05
1362	97727	-456.7	-3.36	-58.28333333
1363	97794	-461.2	-4.1	-59.03333333
1364	97864	-462	-4.24	-59.16666667
1365	97936	-465.5	-4.82	-59.75
1366	98010	-468.9	-5.38	-60.31666667
1367	98085	-465.8	-4.87	-59.8
1368	98157	-462.8	-4.38	-59.3
1369	98228	-463.6	-4.51	-59.43333333
1370	98300	-465.6	-4.84	-59.76666667
1371	98371	-460.1	-3.93	-58.85
1372	98439	-457.5	-3.5	-58.41666667
1373	98505	-457.5	-3.51	-58.41666667
1374	98572	-457.5	-3.51	-58.41666667
1375	98640	-461.2	-4.12	-59.03333333
1376	98712	-465	-4.75	-59.66666667
1377	98783	-462.8	-4.39	-59.3
1378	98855	-463.8	-4.56	-59.46666667
1379	98925	-460.4	-4	-58.9
1380	98994	-459.2	-3.8	-58.7
1381	99063	-461.4	-4.17	-59.06666667
1382	99134	-463.9	-4.58	-59.48333333
1383	99205	-462.5	-4.35	-59.25
1384	99275	-461.1	-4.12	-59.01666667
1385	99345	-460.8	-4.07	-58.96666667
1386	99414	-460.5	-4.03	-58.91666667
1387	99484	-460.4	-4.01	-58.9
1388	99553	-460	-3.95	-58.83333333
1389	99622	-459.8	-3.92	-58.8
1390	99691	-460.8	-4.08	-58.96666667
1391	99760	-459.6	-3.89	-58.76666667
1392	99828	-457.2	-3.49	-58.36666667
1393	99894	-457.2	-3.49	-58.36666667
1394	99961	-457.2	-3.49	-58.36666667
1395	100028	-456.9	-3.45	-58.31666667
1396	100095	-458.1	-3.65	-58.51666667
1397	100163	-459.2	-3.83	-58.7
1398	100232	-460.7	-4.08	-58.95
1399	100301	-457.7	-3.59	-58.45
1400	100367	-454.8	-3.11	-57.96666667
1401	100432	-454.8	-3.11	-57.96666667
1402	100498	-456.5	-3.39	-58.25
1403	100565	-458.2	-3.68	-58.53333333
1404	100633	-458.2	-3.68	-58.53333333
1405	100700	-457.8	-3.61	-58.46666667
1406	100768	-457.3	-3.53	-58.38333333
1407	100835	-456.6	-3.42	-58.26666667
1408	100902	-457.9	-3.64	-58.48333333
1409	100969	-457.2	-3.52	-58.36666667
1410	101036	-456.5	-3.41	-58.25
1411	101102	-455.8	-3.29	-58.13333333
1412	101168	-455.1	-3.18	-58.01666667
1413	101234	-455.1	-3.18	-58.01666667
1414	101299	-453.9	-2.99	-57.81666667
1415	101363	-452.6	-2.77	-57.6
1416	101427	-452	-2.67	-57.5
1417	101490	-451.4	-2.58	-57.4
1418	101554	-453.7	-2.96	-57.78333333
1419	101618	-452.8	-2.81	-57.63333333
1420	101681	-449.5	-2.27	-57.08333333
1421	101743	-450.1	-2.37	-57.18333333
1422	101806	-450.8	-2.49	-57.3
1423	101868	-450	-2.36	-57.16666667
1424	101930	-449.2	-2.23	-57.03333333
1425	101991	-448.4	-2.1	-56.9
1426	102052	-447.6	-1.97	-56.76666667
1427	102114	-450.3	-2.42	-57.21666667
1428	102177	-452.9	-2.86	-57.65
1429	102241	-451.5	-2.63	-57.41666667
1430	102304	-450.2	-2.42	-57.2
1431	102366	-449.2	-2.26	-57.03333333
1432	102427	-448.3	-2.11	-56.88333333
1433	102489	-450.5	-2.48	-57.25
1434	102553	-452.7	-2.85	-57.61666667
1435	102618	-454.1	-3.08	-57.85
1436	102684	-455.5	-3.32	-58.08333333
1437	102749	-452.5	-2.82	-57.58333333
1438	102812	-449.5	-2.33	-57.08333333
1439	102876	-453.1	-2.93	-57.68333333
1440	102942	-456.8	-3.55	-58.3
1441	103008	-454	-3.09	-57.83333333
1442	103073	-451.1	-2.61	-57.35
1443	103137	-454.6	-3.19	-57.93333333
1444	103205	-458.1	-3.78	-58.51666667
1445	103273	-457.4	-3.67	-58.4
1446	103341	-456.7	-3.55	-58.28333333
1447	103410	-459.6	-4.04	-58.76666667
1448	103481	-462.5	-4.52	-59.25
1449	103553	-462.1	-4.46	-59.18333333
1450	103625	-461.8	-4.41	-59.13333333
1451	103697	-461.8	-4.41	-59.13333333
1452	103769	-462.3	-4.5	-59.21666667
1453	103841	-462	-4.45	-59.16666667
1454	103912	-461.1	-4.3	-59.01666667
1455	103984	-460.7	-4.24	-58.95
1456	104054	-460.2	-4.16	-58.86666667
1457	104125	-459.9	-4.11	-58.81666667
1458	104195	-459.5	-4.05	-58.75
1459	104266	-460.5	-4.22	-58.91666667
1460	104337	-461.6	-4.4	-59.1
1461	104409	-461.4	-4.37	-59.06666667
1462	104480	-461.1	-4.32	-59.01666667
1463	104552	-461.1	-4.33	-59.01666667
1464	104623	-461.1	-4.33	-59.01666667
1465	104695	-460.6	-4.25	-58.93333333
1466	104766	-460.1	-4.17	-58.85
1467	104837	-460.1	-4.17	-58.85
1468	104908	-462.2	-4.52	-59.2
1469	104982	-464.2	-4.85	-59.53333333
1470	105055	-463	-4.66	-59.33333333
1471	105128	-461.9	-4.48	-59.15
1472	105200	-460.7	-4.28	-58.95
1473	105271	-459.6	-4.1	-58.76666667
1474	105342	-460.2	-4.2	-58.86666667
1475	105413	-460.7	-4.29	-58.95
1476	105485	-462	-4.51	-59.16666667
1477	105559	-463.2	-4.71	-59.36666667
1478	105631	-460.9	-4.33	-58.98333333
1479	105702	-458.5	-3.93	-58.58333333
1480	105772	-458.5	-3.93	-58.58333333
1481	105842	-458.5	-3.92	-58.58333333
1482	105911	-457.9	-3.82	-58.48333333
1483	105980	-457.2	-3.71	-58.36666667
1484	106048	-454.2	-3.21	-57.86666667
1485	106114	-451.2	-2.71	-57.36666667
1486	106179	-455.2	-3.37	-58.03333333
1487	106248	-459.1	-4.02	-58.68333333
1488	106319	-460.5	-4.25	-58.91666667
1489	106391	-461.9	-4.48	-59.15
1490	106463	-460.6	-4.26	-58.93333333
1491	106535	-459.3	-4.04	-58.71666667
1492	106606	-461	-4.32	-59
1493	106678	-462.7	-4.6	-59.28333333
1494	106752	-464.1	-4.84	-59.51666667
1495	106828	-465.5	-5.07	-59.75
1496	106902	-463.5	-4.73	-59.41666667
1497	106976	-461.5	-4.4	-59.08333333
1498	107048	-461.5	-4.4	-59.08333333
1499	107121	-461.5	-4.4	-59.08333333
1500	107194	-464.4	-4.88	-59.56666667
1501	107270	-467.3	-5.36	-60.05
1502	107349	-470.7	-5.92	-60.61666667
1503	107431	-474.1	-6.48	-61.18333333
1504	107515	-474.1	-6.48	-61.18333333
1505	107599	-474.1	-6.48	-61.18333333
1506	107683	-474.1	-6.48	-61.18333333
1507	107767	-475.3	-6.67	-61.38333333
1508	107852	-476.4	-6.85	-61.56666667
1509	107938	-476.7	-6.9	-61.61666667
1510	108025	-477	-6.95	-61.66666667
1511	108111	-477	-6.95	-61.66666667
1512	108198	-476.3	-6.83	-61.55
1513	108283	-475.6	-6.71	-61.43333333
1514	108369	-475.6	-6.71	-61.43333333
1515	108454	-475.2	-6.64	-61.36666667
1516	108538	-474.8	-6.57	-61.3
1517	108622	-474	-6.43	-61.16666667
1518	108706	-473.1	-6.28	-61.01666667
1519	108789	-473.1	-6.28	-61.01666667
1520	108872	-473.1	-6.28	-61.01666667
1521	108954	-473.1	-6.27	-61.01666667
1522	109037	-473.1	-6.27	-61.01666667
1523	109121	-474.7	-6.53	-61.28333333
1524	109206	-476.4	-6.81	-61.56666667
1525	109292	-476.4	-6.81	-61.56666667
1526	109378	-474.2	-6.44	-61.2
1527	109461	-472.1	-6.09	-60.85
1528	109543	-472.1	-6.09	-60.85
1529	109625	-472.1	-6.09	-60.85
1530	109707	-472.8	-6.2	-60.96666667
1531	109790	-473.4	-6.3	-61.06666667
1532	109872	-470.9	-5.88	-60.65
1533	109952	-468.4	-5.47	-60.23333333
1534	110031	-468.8	-5.53	-60.3
1535	110110	-469.1	-5.58	-60.35
1536	110189	-469.1	-5.58	-60.35
1537	110269	-469.1	-5.58	-60.35
1538	110348	-469.1	-5.58	-60.35
1539	110427	-469.1	-5.57	-60.35
1540	110507	-469.1	-5.57	-60.35
1541	110586	-469.1	-5.57	-60.35
1542	110666	-469.1	-5.57	-60.35
1543	110746	-471.7	-6	-60.78333333
1544	110829	-474.2	-6.42	-61.2
1545	110913	-473.2	-6.25	-61.03333333
1546	110996	-472.2	-6.08	-60.86666667
1547	111078	-471	-5.88	-60.66666667
1548	111159	-469.8	-5.68	-60.46666667
1549	111239	-469.8	-5.68	-60.46666667
1550	111319	-469.8	-5.68	-60.46666667
1551	111399	-469.8	-5.68	-60.46666667
1552	111480	-469.8	-5.68	-60.46666667
1553	111560	-469.8	-5.68	-60.46666667
1554	111640	-469.8	-5.68	-60.46666667
1555	111721	-471.9	-6.02	-60.81666667
1556	111805	-474	-6.37	-61.16666667
1557	111889	-474	-6.37	-61.16666667
1558	111973	-472.7	-6.16	-60.95
1559	112055	-471.4	-5.94	-60.73333333
1560	112137	-471.4	-5.94	-60.73333333
1561	112219	-471.4	-5.94	-60.73333333
1562	112301	-471.4	-5.94	-60.73333333
1563	112383	-471.4	-5.94	-60.73333333
1564	112465	-471.4	-5.93	-60.73333333
1565	112547	-470.7	-5.82	-60.61666667
1566	112628	-470	-5.7	-60.5
1567	112708	-469.8	-5.67	-60.46666667
1568	112790	-471	-5.86	-60.66666667
1569	112872	-472.2	-6.06	-60.86666667
1570	112954	-471.4	-5.93	-60.73333333
1571	113036	-470.6	-5.8	-60.6
1572	113116	-468.2	-5.4	-60.2
1573	113195	-465.7	-4.98	-59.78333333
1574	113272	-465.7	-4.98	-59.78333333
1575	113348	-465	-4.86	-59.66666667
1576	113425	-464.9	-4.85	-59.65
1577	113501	-465.2	-4.89	-59.7
1578	113578	-465.5	-4.94	-59.75
1579	113656	-467.5	-5.27	-60.08333333
1580	113736	-469.6	-5.62	-60.43333333
1581	113815	-466.5	-5.1	-59.91666667
1582	113891	-463.3	-4.57	-59.38333333
1583	113966	-463.3	-4.57	-59.38333333
1584	114041	-462.6	-4.45	-59.26666667
1585	114115	-461.9	-4.33	-59.15
1586	114189	-462.1	-4.36	-59.18333333
1587	114264	-462.3	-4.39	-59.21666667
1588	114338	-461.8	-4.31	-59.13333333
1589	114411	-461.4	-4.24	-59.06666667
1590	114486	-463.5	-4.59	-59.41666667
1591	114562	-465.7	-4.95	-59.78333333
1592	114639	-464.7	-4.78	-59.61666667
1593	114715	-463.6	-4.6	-59.43333333
1594	114790	-462	-4.33	-59.16666667
1595	114863	-460.4	-4.06	-58.9
1596	114935	-458.5	-3.75	-58.58333333
1597	115006	-456.7	-3.45	-58.28333333
1598	115077	-459.4	-3.89	-58.73333333
1599	115150	-462	-4.32	-59.16666667
1600	115222	-456.5	-3.41	-58.25
1601	115289	-450.9	-2.48	-57.31666667
1602	115355	-450.9	-2.47	-57.31666667
1603	115420	-450.9	-2.47	-57.31666667
1604	115486	-450.9	-2.47	-57.31666667
1605	115551	-450.9	-2.47	-57.31666667
1606	115617	-450.9	-2.47	-57.31666667
1607	115683	-451.5	-2.56	-57.41666667
1608	115749	-452	-2.64	-57.5
1609	115816	-454.8	-3.11	-57.96666667
1610	115886	-457.6	-3.57	-58.43333333
1611	115956	-456.2	-3.34	-58.2
1612	116025	-454.7	-3.08	-57.95
1613	116093	-454	-2.97	-57.83333333
1614	116161	-453.4	-2.86	-57.73333333
1615	116228	-453.5	-2.88	-57.75
1616	116296	-453.2	-2.83	-57.7
1617	116363	-452.8	-2.76	-57.63333333
1618	116430	-452.5	-2.71	-57.58333333
1619	116497	-452.3	-2.67	-57.55
1620	116563	-452.3	-2.67	-57.55
1621	116630	-452.3	-2.67	-57.55
1622	116697	-451.5	-2.53	-57.41666667
1623	116762	-450.8	-2.41	-57.3
1624	116827	-449	-2.11	-57
1625	116891	-447.3	-1.83	-56.71666667
1626	116954	-446.1	-1.62	-56.51666667
1627	117016	-445	-1.44	-56.33333333
1628	117077	-445	-1.44	-56.33333333
1629	117139	-446.2	-1.63	-56.53333333
1630	117202	-447.4	-1.83	-56.73333333
1631	117264	-446	-1.59	-56.5
1632	117326	-444.6	-1.36	-56.26666667
1633	117388	-446.5	-1.67	-56.58333333
1634	117451	-448.5	-2	-56.91666667
1635	117514	-445.5	-1.5	-56.41666667
1636	117575	-442.4	-0.98	-55.9
1637	117635	-444.1	-1.26	-56.18333333
1638	117697	-445.8	-1.54	-56.46666667
1639	117759	-446.6	-1.67	-56.6
1640	117822	-447.7	-1.85	-56.78333333
1641	117886	-447.9	-1.88	-56.81666667
1642	117949	-447.3	-1.78	-56.71666667
1643	118012	-446.6	-1.66	-56.6
1644	118074	-444.5	-1.31	-56.25
1645	118135	-442.3	-0.94	-55.88333333
1646	118194	-442.3	-0.93	-55.88333333
1647	118254	-442.3	-0.93	-55.88333333
1648	118314	-443.9	-1.19	-56.15
1649	118376	-445.5	-1.46	-56.41666667
1650	118438	-445.5	-1.45	-56.41666667
1651	118499	-443.5	-1.12	-56.08333333
1652	118559	-441.6	-0.8	-55.76666667
1653	118618	-440.2	-0.57	-55.53333333
1654	118676	-438.7	-0.31	-55.28333333
1655	118735	-443.1	-1.04	-56.01666667
1656	118796	-447.5	-1.77	-56.75
1657	118859	-445.7	-1.47	-56.45
1658	118921	-443.9	-1.16	-56.15
1659	118981	-443.9	-1.16	-56.15
1660	119042	-442	-0.84	-55.83333333
1661	119101	-440	-0.51	-55.5
1662	119160	-442.7	-0.95	-55.95
1663	119221	-445.4	-1.4	-56.4
1664	119283	-445.4	-1.4	-56.4
1665	119345	-445	-1.33	-56.33333333
1666	119406	-444.7	-1.27	-56.28333333
1667	119467	-443.5	-1.07	-56.08333333
1668	119528	-443.6	-1.09	-56.1
1669	119589	-445	-1.31	-56.33333333
1670	119650	-443.1	-1	-56.01666667
1671	119710	-441.2	-0.68	-55.7
1672	119770	-443.6	-1.07	-56.1
1673	119831	-446	-1.47	-56.5
1674	119894	-446	-1.47	-56.5
1675	119955	-444.2	-1.16	-56.2
1676	120016	-442.4	-0.86	-55.9
1677	120076	-443.7	-1.08	-56.11666667
1678	120138	-445	-1.29	-56.33333333
1679	120199	-443.8	-1.09	-56.13333333
1680	120259	-442.5	-0.87	-55.91666667
1681	120319	-442.5	-0.86	-55.91666667
1682	120379	-442.5	-0.86	-55.91666667
1683	120439	-441.1	-0.63	-55.68333333
1684	120498	-439.8	-0.41	-55.46666667
1685	120555	-438.2	-0.14	-55.2
1686	120612	-436.6	0.13	-54.93333333
1687	120669	-437.3	0.02	-55.05
1688	120726	-438	-0.1	-55.16666667
1689	120783	-438.9	-0.24	-55.31666667
1690	120841	-440.4	-0.49	-55.56666667
1691	120900	-441	-0.59	-55.66666667
1692	120959	-441	-0.58	-55.66666667
1693	121018	-442	-0.75	-55.83333333
1694	121079	-443.1	-0.93	-56.01666667
1695	121139	-443.1	-0.92	-56.01666667
1696	121199	-440.4	-0.47	-55.56666667
1697	121256	-437.6	0	-55.1
1698	121314	-439.5	-0.32	-55.41666667
1699	121373	-441.5	-0.65	-55.75
1700	121432	-441.5	-0.64	-55.75
1701	121492	-441.4	-0.62	-55.73333333
1702	121551	-441.3	-0.6	-55.71666667
1703	121610	-441.3	-0.6	-55.71666667
1704	121669	-439.6	-0.32	-55.43333333
1705	121727	-437.9	-0.03	-55.15
1706	121784	-437.9	-0.03	-55.15
1707	121840	-436.1	0.28	-54.85
1708	121896	-434.3	0.58	-54.55
1709	121951	-434.3	0.59	-54.55
1710	122006	-437.2	0.11	-55.03333333
1711	122064	-440.1	-0.37	-55.51666667
1712	122122	-438	-0.01	-55.16666667
1713	122178	-436	0.32	-54.83333333
1714	122234	-435.5	0.41	-54.75
1715	122290	-435	0.5	-54.66666667
1716	122345	-436.1	0.32	-54.85
1717	122402	-437.3	0.13	-55.05
1718	122458	-437.3	0.13	-55.05
1719	122515	-436.5	0.27	-54.91666667
1720	122571	-435.8	0.39	-54.8
1721	122627	-437.1	0.18	-55.01666667
1722	122684	-438.5	-0.05	-55.25
1723	122742	-440.6	-0.39	-55.6
1724	122801	-442.8	-0.75	-55.96666667
1725	122861	-440.1	-0.3	-55.51666667
1726	122919	-438.9	-0.09	-55.31666667
1727	122977	-440.3	-0.32	-55.55
1728	123036	-440.9	-0.41	-55.65
1729	123095	-441.5	-0.51	-55.75
1730	123154	-439.9	-0.24	-55.48333333
1731	123211	-438.2	0.05	-55.2
1732	123268	-435.3	0.54	-54.71666667
1733	123322	-432.4	1.02	-54.23333333
1734	123377	-434.8	0.63	-54.63333333
1735	123432	-437.3	0.22	-55.05
1736	123489	-437	0.27	-55
1737	123545	-436.6	0.34	-54.93333333
1738	123602	-437.2	0.25	-55.03333333
1739	123658	-437.8	0.16	-55.13333333
1740	123715	-436.1	0.44	-54.85
1741	123770	-434.5	0.71	-54.58333333
1742	123825	-434.5	0.72	-54.58333333
1743	123880	-435.1	0.62	-54.68333333
1744	123936	-435.8	0.51	-54.8
1745	123991	-436.5	0.4	-54.91666667
1746	124046	-432.5	1.07	-54.25
1747	124100	-431.5	1.24	-54.08333333
1748	124154	-435.4	0.59	-54.73333333
1749	124209	-435.4	0.6	-54.73333333
1750	124265	-435.4	0.6	-54.73333333
1751	124320	-436	0.5	-54.83333333
1752	124376	-436.6	0.4	-54.93333333
1753	124432	-436	0.5	-54.83333333
1754	124488	-435.5	0.58	-54.75
1755	124544	-435.3	0.62	-54.71666667
1756	124599	-435.1	0.65	-54.68333333
1757	124654	-435.3	0.62	-54.71666667
1758	124710	-435.4	0.6	-54.73333333
1759	124765	-435.4	0.6	-54.73333333
1760	124821	-435.1	0.65	-54.68333333
1761	124877	-437.4	0.27	-55.06666667
1762	124935	-439.9	-0.14	-55.48333333
1763	124993	-438.8	0.04	-55.3
1764	125050	-437.6	0.24	-55.1
1765	125107	-436.2	0.47	-54.86666667
1766	125162	-434.9	0.69	-54.65
1767	125217	-433.3	0.95	-54.38333333
1768	125271	-431.7	1.22	-54.11666667
1769	125325	-433.5	0.92	-54.41666667
1770	125380	-435.4	0.61	-54.73333333
1771	125435	-434.1	0.82	-54.51666667
1772	125490	-432.9	1.02	-54.31666667
1773	125544	-432.6	1.07	-54.26666667
1774	125598	-432.4	1.11	-54.23333333
1775	125653	-434.5	0.76	-54.58333333
1776	125708	-436.5	0.43	-54.91666667
1777	125765	-436.4	0.45	-54.9
1778	125821	-435.9	0.53	-54.81666667
1779	125877	-435.4	0.61	-54.73333333
1780	125933	-435.8	0.55	-54.8
1781	125989	-436.3	0.47	-54.88333333
1782	126046	-436.8	0.38	-54.96666667
1783	126103	-437.4	0.28	-55.06666667
1784	126160	-438.1	0.17	-55.18333333
1785	126217	-435.9	0.53	-54.81666667
1786	126272	-432.9	1.03	-54.31666667
1787	126327	-433.1	1	-54.35
1788	126381	-433.3	0.97	-54.38333333
1789	126436	-433.5	0.93	-54.41666667
1790	126491	-433.7	0.9	-54.45
1791	126545	-431.5	1.26	-54.08333333
1792	126598	-429.3	1.61	-53.71666667
1793	126650	-427.3	1.93	-53.38333333
1794	126700	-423.8	2.5	-52.8
1795	126749	-422.3	2.74	-52.55
1796	126799	-426.3	2.07	-53.21666667
1797	126851	-430.2	1.41	-53.86666667
1798	126904	-428.2	1.73	-53.53333333
1799	126955	-426.1	2.07	-53.18333333
1800	127006	-426.1	2.06	-53.18333333
1801	127057	-426.1	2.05	-53.18333333
1802	127108	-426.1	2.04	-53.18333333
1803	127159	-425.5	2.13	-53.08333333
1804	127210	-424.9	2.22	-52.98333333
1805	127260	-424.2	2.33	-52.86666667
1806	127310	-423.5	2.44	-52.75
1807	127360	-423.4	2.44	-52.73333333
1808	127410	-423.2	2.46	-52.7
1809	127460	-423.7	2.37	-52.78333333
1810	127510	-424.1	2.29	-52.85
1811	127560	-423.3	2.4	-52.71666667
1812	127610	-422.5	2.52	-52.58333333
1813	127660	-423.3	2.37	-52.71666667
1814	127710	-424.1	2.22	-52.85
1815	127760	-422.7	2.43	-52.61666667
1816	127810	-421.7	2.58	-52.45
1817	127860	-422.1	2.49	-52.51666667
1818	127910	-424	2.16	-52.83333333
1819	127961	-424.5	2.06	-52.91666667
1820	128012	-423.2	2.26	-52.7
1821	128062	-421.7	2.49	-52.45
1822	128112	-420.2	2.72	-52.2
1823	128161	-420.2	2.7	-52.2
1824	128210	-420.2	2.68	-52.2
1825	128259	-421.2	2.5	-52.36666667
1826	128309	-419.4	2.78	-52.06666667
1827	128357	-416.6	3.23	-51.6
1828	128405	-416.9	3.16	-51.65
1829	128453	-417.2	3.08	-51.7
1830	128501	-417.2	3.06	-51.7
1831	128549	-419.1	2.71	-52.01666667
1832	128599	-421	2.37	-52.33333333
1833	128650	-422.4	2.11	-52.56666667
1834	128702	-423.7	1.87	-52.78333333
1835	128753	-421.8	2.16	-52.46666667
1836	128804	-419.9	2.45	-52.15
1837	128854	-421.2	2.2	-52.36666667
1838	128906	-422.5	1.96	-52.58333333
1839	128958	-423.9	1.7	-52.81666667
1840	129011	-425.3	1.44	-53.05
1841	129065	-425.3	1.42	-53.05
1842	129119	-425.3	1.39	-53.05
1843	129172	-422.5	1.83	-52.58333333
1844	129224	-419.8	2.25	-52.13333333
1845	129274	-418	2.52	-51.83333333
1846	129324	-416.3	2.78	-51.55
1847	129374	-419.6	2.2	-52.1
1848	129428	-428.7	0.67	-53.61666667
1849	129486	-434.5	-0.31	-54.58333333
1850	129545	-429.1	0.56	-53.68333333
1851	129600	-423.8	1.42	-52.8
1852	129653	-421.5	1.78	-52.41666667
1853	129705	-419.1	2.16	-52.01666667
1854	129757	-420.2	1.95	-52.2
1855	129809	-421.4	1.73	-52.4
1856	129863	-422.1	1.6	-52.51666667
1857	129916	-423.7	1.31	-52.78333333
1858	129971	-424.6	1.14	-52.93333333
1859	130026	-422.5	1.47	-52.58333333
1860	130079	-420.3	1.81	-52.21666667
1861	130131	-420.3	1.79	-52.21666667
1862	130185	-423.5	1.24	-52.75
1863	130241	-426.7	0.68	-53.28333333
1864	130297	-425.4	0.88	-53.06666667
1865	130353	-425.5	0.84	-53.08333333
1866	130410	-426.9	0.59	-53.31666667
1867	130467	-427	0.57	-53.33333333
1868	130525	-427.2	0.53	-53.36666667
1869	130582	-428	0.4	-53.5
1870	130641	-428.9	0.24	-53.65
1871	130699	-429.5	0.14	-53.75
1872	130759	-431.1	-0.13	-54.01666667
1873	130819	-432.2	-0.31	-54.2
1874	130880	-432.9	-0.43	-54.31666667
1875	130942	-433.5	-0.54	-54.41666667
1876	131004	-433.6	-0.56	-54.43333333
1877	131066	-433.7	-0.58	-54.45
1878	131128	-435	-0.79	-54.66666667
1879	131190	-432.7	-0.42	-54.28333333
1880	131250	-429.2	0.16	-53.7
1881	131311	-433.1	-0.49	-54.35
1882	131374	-437	-1.14	-55
1883	131439	-439.4	-1.54	-55.4
1884	131506	-441.8	-1.94	-55.8
1885	131574	-440.5	-1.73	-55.58333333
1886	131641	-439.2	-1.51	-55.36666667
1887	131707	-439	-1.48	-55.33333333
1888	131773	-438.8	-1.45	-55.3
1889	131840	-441.3	-1.87	-55.71666667
1890	131908	-443.8	-2.28	-56.13333333
1891	131978	-443.5	-2.23	-56.08333333
1892	132048	-445	-2.48	-56.33333333
1893	132120	-446.8	-2.78	-56.63333333
1894	132192	-446.8	-2.78	-56.63333333
1895	132264	-445.7	-2.6	-56.45
1896	132335	-444.6	-2.42	-56.26666667
1897	132406	-444.7	-2.44	-56.28333333
1898	132477	-445.2	-2.52	-56.36666667
1899	132548	-445.5	-2.57	-56.41666667
1900	132619	-445.5	-2.58	-56.41666667
1901	132691	-445.5	-2.58	-56.41666667
1902	132763	-446.6	-2.76	-56.6
1903	132836	-449	-3.16	-57
1904	132911	-450.2	-3.36	-57.2
1905	132987	-451.7	-3.61	-57.45
1906	133065	-453.1	-3.84	-57.68333333
1907	133142	-452.2	-3.69	-57.53333333
1908	133219	-451.3	-3.54	-57.38333333
1909	133296	-452.5	-3.73	-57.58333333
1910	133374	-453.7	-3.93	-57.78333333
1911	133452	-451.6	-3.58	-57.43333333
1912	133528	-449.5	-3.23	-57.08333333
1913	133603	-449.5	-3.23	-57.08333333
1914	133679	-453	-3.81	-57.66666667
1915	133759	-456.6	-4.41	-58.26666667
1916	133841	-456.9	-4.46	-58.31666667
1917	133923	-457	-4.47	-58.33333333
1918	134005	-459.5	-4.89	-58.75
1919	134091	-461.9	-5.28	-59.15
1920	134178	-462.6	-5.4	-59.26666667
1921	134266	-464.7	-5.74	-59.61666667
1922	134356	-465.8	-5.93	-59.8
1923	134447	-466.8	-6.09	-59.96666667
1924	134538	-464.8	-5.76	-59.63333333
1925	134628	-464.7	-5.74	-59.61666667
1926	134719	-468.6	-6.39	-60.26666667
1927	134815	-472.1	-6.97	-60.85
1928	134912	-471.7	-6.9	-60.78333333
1929	135009	-471.6	-6.88	-60.76666667
1930	135107	-473.4	-7.18	-61.06666667
1931	135207	-473.9	-7.26	-61.15
1932	135308	-475.2	-7.48	-61.36666667
1933	135408	-474.1	-7.3	-61.18333333
1934	135507	-471.3	-6.83	-60.71666667
1935	135604	-471.8	-6.91	-60.8
1936	135702	-473.1	-7.13	-61.01666667
1937	135802	-474.3	-7.33	-61.21666667
1938	135903	-474.2	-7.31	-61.2
1939	136003	-473.2	-7.14	-61.03333333
1940	136103	-475.4	-7.51	-61.4
1941	136206	-477.2	-7.81	-61.7
1942	136309	-475	-7.44	-61.33333333
1943	136411	-474.7	-7.39	-61.28333333
1944	136512	-475.6	-7.54	-61.43333333
1945	136614	-474.1	-7.29	-61.18333333
1946	136715	-475.4	-7.51	-61.4
1947	136819	-478	-7.94	-61.83333333
1948	136923	-476.1	-7.62	-61.51666667
1949	137026	-475.4	-7.5	-61.4
1950	137130	-477.3	-7.82	-61.71666667
1951	137235	-478	-7.93	-61.83333333
1952	137341	-478.3	-7.98	-61.88333333
1953	137446	-476.7	-7.72	-61.61666667
